Level Name,Stimulus Path,Probability,Value,Index
habituation,stimuli/7KHz.npy,100,go,1
L1,stimuli/7KHz.npy,50,go,2
L1,stimuli/14KHz.npy,50,no-go,3
L2,stimuli/7KHz.npy,50,go,4
L2,stimuli/13KHz.npy,50,no-go,5
